Consecutivo,id,neighbourhood_b,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,minimum_nights,availability_30,number_of_reviews,cancellation_policy,host_since,24-hour check-in,Air conditioning/central air conditioning,Amazon Echo/Apple TV/DVD player/game console/Netflix/projector and screen/smart TV (i.e. non-basic electronics),BBQ grill/fire pit/propane barbeque,Balcony/patio or balcony,Beach view/beachfront/lake access/mountain view/ski-in ski-out/waterfront (i.e. great location/views),Breakfast,Cable TV/TV,Coffee maker/espresso machine,Cooking basics,Dishwasher/Dryer/Washer/Washer and dryer,Elevator,Exercise equipment/gym/private gym/shared gym,"Family/kid friendly, or anything containing 'children'",Free parking on premises/free street parking/outdoor parking/paid parking off premises/paid parking on premises,Garden or backyard/outdoor seating/sun loungers/terrace,Host greets you,Hot tub/jetted tub/private hot tub/sauna/shared hot tub/pool/private pool/shared pool,Internet/pocket wifi/wifi,Long_term_stays_allowed,Pets allowed/cat(s)/dog(s)/pets live on this property/other pet(s),Private_entrance,Self_check-in,Smoking_allowed,"Step-free access/wheelchair accessible, or anything containing 'accessible'",Suitable_for_events,Unnamed: 27,total_paid_amount,host_days_active
2747,12932702,Roma Sur,Apartment,Private room,2,1,1,1,287,0,1,30,19,strict,10/16/2015,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,,287,1347
2748,12933605,Napoles,Apartment,Private room,2,1,1,1,554,0,1,22,90,strict,2/10/2014,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,554,1960
2749,12934894,Centro Historico,Apartment,Private room,2,1,1,1,306,0,3,23,102,flexible,7/6/2015,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,,306,1449
2751,12949979,Polanco,House,Private room,2,1.5,1,1,440,0,1,3,69,moderate,5/9/2016,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,,440,1141
2752,12951673,Roma Norte,Apartment,Entire home/apt,8,1,3,4,1109,382,1,16,151,flexible,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1491,1153
2754,12952065,Polanco,Apartment,Private room,1,1,1,1,497,0,5,18,5,flexible,11/27/2015,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,497,1305
2755,12952812,Napoles,Apartment,Private room,2,1,1,1,860,0,1,0,4,moderate,5/9/2016,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,,860,1141
2756,12952832,Polanco,House,Private room,4,1,2,2,497,0,1,3,0,flexible,5/9/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,497,1141
2757,12953066,Anzures,House,Entire home/apt,3,2,2,1,1529,478,3,11,2,flexible,7/24/2011,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,,2007,2892
2758,12953181,Roma Norte,House,Private room,1,1,1,1,268,300,7,0,30,moderate,5/9/2016,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,568,1141
2760,12956064,Hipodromo,Apartment,Entire home/apt,4,2,2,2,2500,574,1,0,56,strict,9/14/2015,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,,5353,1379
2761,12967698,Coyoacan,Apartment,Entire home/apt,2,1,1,1,860,217,4,0,0,strict,4/10/2014,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1077,1901
2762,12969252,Roma Norte,Apartment,Entire home/apt,2,1.5,1,1,822,413,2,7,52,strict,7/24/2011,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,,1235,2892
2763,12971779,Coyoacan,Apartment,Private room,2,1,1,1,249,0,2,27,0,flexible,4/29/2015,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,249,1517
2764,12972081,Condesa,House,Private room,1,2,1,1,210,191,1,0,38,moderate,5/2/2016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,401,1148
2765,12972205,Escandon,Apartment,Entire home/apt,2,1,1,1,707,0,6,0,2,moderate,5/10/2016,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,707,1140
2766,12977883,Coyoacan,Apartment,Entire home/apt,4,2,2,2,1051,287,2,27,4,flexible,3/4/2013,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,,1338,2303
2767,12982455,San Diego Churubusco,Apartment,Private room,2,1,1,1,229,250,1,23,35,flexible,5/11/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,,479,1139
2768,12984291,Ninos Heroes,Hotel,Private room,2,1,1,1,344,0,1,29,6,flexible,4/4/2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,344,1176
2769,12987817,Centro Historico,Apartment,Private room,1,1,1,1,382,0,1,29,0,strict,5/11/2016,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,,382,1139
2771,12989409,Polanco,Apartment,Entire home/apt,6,2,2,4,2500,574,1,0,54,strict,12/22/2013,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,,7265,2010
2772,12989806,Coyoacan,Apartment,Private room,2,1,1,1,287,300,1,29,36,moderate,11/1/2014,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,,587,1696
2773,12989853,Roma Norte,Apartment,Entire home/apt,2,1,1,1,1472,0,3,10,152,moderate,11/10/2014,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,,1472,1687
2774,12991275,San Simon Ticumac,Apartment,Private room,1,1,1,1,2500,0,7,29,0,flexible,9/17/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4645,1376
2775,12999281,Centro Historico,Apartment,Private room,1,1,1,1,382,96,1,17,47,flexible,7/6/2013,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,,478,2179
2776,13002358,Ciudad de Los Deportes,Apartment,Entire home/apt,2,1,1,1,574,287,2,0,18,flexible,5/12/2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,861,1138
2778,13005588,Santa Maria la Rbera,House,Private room,2,1,1,1,497,500,1,30,0,flexible,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,,997,1138
2779,13015112,Hipodromo,Apartment,Private room,2,1,1,1,344,0,30,27,0,flexible,5/13/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,344,1137
2780,13016093,Roma Sur,House,Private room,2,2,1,1,1912,0,1,30,0,flexible,9/21/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1912,1372
2782,13016237,San Diego Churubusco,House,Private room,1,3,3,3,401,0,1,0,0,strict,3/24/2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,401,1187
2783,13020898,Del Valle,Apartment,Private room,2,1,1,1,249,120,1,0,0,flexible,5/13/2016,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,,369,1137
2784,13028844,Roma Norte,Apartment,Entire home/apt,4,2,2,2,2500,382,1,26,62,strict,12/22/2013,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,,3804,2010
2785,13029428,Roma Norte,House,Private room,2,1,1,1,421,250,2,0,13,moderate,5/14/2016,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,671,1136
2786,13031092,Portales,Apartment,Private room,2,1,1,1,2500,0,1,29,0,flexible,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10514,1161
2787,13031320,Condesa,Hotel,Entire home/apt,8,2.5,4,3,2500,1434,1,13,96,strict,5/22/2011,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,,10190,2955
2789,13038446,Centro Historico,Apartment,Entire home/apt,4,1,1,1,994,382,1,18,71,strict,8/27/2015,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,,1376,1397
2790,13040432,Portales,House,Entire home/apt,4,1,3,2,593,0,1,0,2,flexible,5/15/2016,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,,593,1135
2791,13046005,Polanco,Apartment,Private room,1,1,1,1,765,249,1,28,1,flexible,12/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,1014,2006
2792,13046306,Roma Norte,Apartment,Entire home/apt,2,2,1,1,1701,325,1,20,28,flexible,5/15/2016,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,,2026,1135
2793,13047631,Polanco,Apartment,Entire home/apt,5,1,2,2,1893,956,2,11,29,moderate,9/25/2012,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,2849,2463
2794,13047975,Anzures,Apartment,Entire home/apt,3,1,1,1,1338,478,3,16,71,moderate,5/16/2016,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,,1816,1134
2795,13048127,Anzures,Apartment,Entire home/apt,6,2,2,4,1625,478,3,21,83,moderate,5/16/2016,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,,2103,1134
2796,13054031,Roma Sur,Apartment,Private room,1,1,1,1,249,0,1,0,1,flexible,4/3/2016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,249,1177
2797,13056396,Roma Sur,Apartment,Entire home/apt,4,2,2,2,898,0,3,1,1,flexible,7/20/2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,898,1435
2798,13057029,Hipodromo,Apartment,Private room,1,1,1,1,516,0,2,22,9,moderate,7/25/2015,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,516,1430
2799,13057477,Cuauhtemoc,Apartment,Private room,2,1,1,1,765,287,2,26,27,flexible,3/31/2013,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,,1052,2276
2802,13077038,Cuauhtemoc,Apartment,Entire home/apt,4,1,2,3,1338,478,2,15,14,strict,4/22/2016,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,1816,1158
2803,13079704,Roma Sur,Apartment,Entire home/apt,4,1.5,2,2,1396,690,3,0,87,moderate,4/28/2015,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,,2086,1518
2805,13082328,Roma Norte,Apartment,Entire home/apt,2,1,1,1,994,400,2,20,62,strict,1/7/2015,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,1394,1629
2806,13082776,Centro Historico,Apartment,Private room,2,1,1,1,306,300,2,15,53,flexible,5/17/2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,606,1133
2808,13083251,Napoles,Apartment,Entire home/apt,2,1.5,1,1,1147,574,2,0,42,moderate,3/20/2015,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,1721,1557
2810,13084548,Polanco,Apartment,Entire home/apt,12,5,6,6,2500,1721,1,16,14,strict,12/22/2013,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,,15103,2010
2811,13089856,Del Valle,Apartment,Entire home/apt,6,2,2,2,1204,300,1,0,19,flexible,5/8/2015,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,,1504,1508
2813,13092756,Juarez,Apartment,Private room,2,2,1,1,268,134,1,0,3,flexible,5/18/2016,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,402,1132
2815,13093690,Juarez,Apartment,Entire home/apt,4,2,2,2,1893,382,3,29,11,flexible,1/20/2016,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,,2275,1251
2816,13094292,Roma Norte,Apartment,Entire home/apt,2,1,1,1,860,0,3,1,20,moderate,3/8/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,860,1203
2817,13098943,Condesa,Apartment,Entire home/apt,2,1,1,2,1568,0,1,30,1,strict,5/18/2016,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,1568,1132
2818,13099370,Juarez,Apartment,Private room,2,1,1,1,918,287,30,29,2,flexible,1/20/2016,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,,1205,1251
2819,13099785,Coyoacan,Apartment,Private room,2,1,1,1,2103,0,2,29,13,flexible,5/18/2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,2103,1132
2820,13101167,Polanco,Apartment,Private room,2,1,1,1,1109,217,2,29,19,strict,1/19/2012,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,,1326,2713
2821,13102196,Roma Norte,Apartment,Private room,1,1,1,1,382,0,15,0,0,flexible,6/26/2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,382,1459
2823,13113108,Hipodromo,Apartment,Entire home/apt,4,2,2,2,1606,400,2,12,78,moderate,8/3/2015,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,,2006,1421
2824,13115793,Roma Norte,Apartment,Entire home/apt,5,2,3,3,1147,574,2,0,0,flexible,6/29/2012,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1721,2551
2826,13123441,Campestre,House,Private room,1,1,1,1,249,300,2,28,8,flexible,4/18/2016,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,,549,1162
2828,13125389,Escandon,Apartment,Entire home/apt,3,1,1,2,1090,401,2,26,47,strict,5/20/2016,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,,1491,1130
2829,13126872,San Miguel Chapultepec,Apartment,Private room,2,1,1,1,440,0,1,29,31,flexible,5/20/2016,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,440,1130
2830,13128142,Del Valle,Apartment,Entire home/apt,6,1,2,3,1434,401,1,29,73,moderate,5/19/2016,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,,1835,1131
2831,13128590,Condesa,Apartment,Private room,2,1,1,1,707,0,2,0,10,flexible,7/6/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,707,1814
2832,13128693,Condesa,Apartment,Entire home/apt,6,1.5,1,2,1319,382,1,11,50,moderate,,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,1701,1153
2834,13129583,Del Valle,Hotel,Shared room,6,4,1,6,210,0,1,30,14,moderate,6/30/2015,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,210,1455
2835,13136739,Hipodromo,Apartment,Entire home/apt,4,2,2,2,459,350,2,0,0,strict,10/29/2014,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,809,1699
2836,13138472,Centro Historico,House,Entire home/apt,3,1,1,1,516,191,1,8,56,strict,5/21/2016,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,,707,1129
2838,13145319,Anzures,Apartment,Entire home/apt,3,1,1,2,1510,478,3,18,39,strict,4/3/2013,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,,1988,2273
2839,13150042,San Pedro De Los Pinos,Apartment,Private room,2,2,1,1,287,435,1,30,10,moderate,12/21/2015,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,722,1281
2840,13153872,Roma Norte,Apartment,Entire home/apt,2,1,1,1,1109,0,4,0,15,flexible,5/11/2014,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,1109,1870
2841,13154220,Polanco,Hotel,Private room,2,1,1,1,707,0,2,0,4,moderate,5/19/2016,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,707,1131
2842,13155427,Hipodromo,Apartment,Entire home/apt,4,1,1,1,803,96,2,0,0,flexible,5/22/2016,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,,899,1128
2845,13161164,Juarez,Apartment,Entire home/apt,5,1.5,2,2,956,478,3,16,42,strict,5/11/2012,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,1434,2600
2846,13165053,Polanco,Apartment,Private room,2,2.5,1,1,956,306,1,28,2,flexible,11/26/2014,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,1262,1671
2847,13166216,Roma Norte,Apartment,Entire home/apt,3,1,2,2,994,478,2,13,28,strict,5/4/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,,1472,1146
2848,13166630,Florida,Apartment,Private room,1,1,1,1,191,0,1,0,4,moderate,11/8/2015,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,,191,1324
2849,13166841,Coyoacan,Apartment,Entire home/apt,4,1,2,3,956,0,2,30,72,moderate,5/23/2016,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,,956,1127
2850,13168721,Condesa,Apartment,Private room,1,1,1,1,287,0,1,0,0,flexible,5/23/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,,287,1127
2851,13169478,Condesa,House,Private room,4,3.5,2,2,497,0,7,22,0,flexible,5/23/2016,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,,497,1127
2852,13171204,Pedro Maria Anaya,Hotel,Private room,2,1,1,1,707,0,1,29,0,flexible,5/23/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,707,1127
2854,13173919,Polanco,House,Shared room,3,1.5,1,2,1529,0,1,27,0,flexible,4/25/2016,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1529,1155
2855,13175175,Nonalco,Apartment,Private room,2,1.5,1,1,210,0,2,15,101,flexible,5/23/2016,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,,210,1127
2857,13175922,Del Valle,Apartment,Private room,1,1,1,1,497,200,1,27,0,flexible,5/24/2016,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,697,1126
2858,13187284,Narvarte,Apartment,Private room,2,1,1,1,344,350,2,0,3,moderate,5/24/2016,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,,694,1126
2860,13191591,Polanco,Apartment,Entire home/apt,6,3,3,3,2500,0,1,13,69,strict,5/20/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,4206,1130
2861,13191844,Roma Sur,House,Private room,2,1,1,1,306,350,2,0,5,flexible,5/24/2016,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,,656,1126
2862,13192022,Santa Maria la Rbera,Apartment,Private room,2,1,1,1,574,0,6,23,0,flexible,5/24/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,574,1126
2863,13192169,Santa Maria la Rbera,Apartment,Private room,2,1,1,1,574,0,6,23,0,flexible,5/24/2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,574,1126
2865,13193058,Cuauhtemoc,Apartment,Private room,2,1,1,1,401,99,1,24,29,flexible,8/18/2015,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,,500,1406
2866,13200697,Polanco,Apartment,Entire home/apt,6,2.5,3,3,2500,478,1,15,35,strict,5/20/2016,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,,9081,1130
2867,13202986,Hipodromo,Apartment,Entire home/apt,6,2.5,3,3,2500,478,1,17,53,strict,5/20/2016,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,7169,1130
2868,13203346,Hipodromo,Apartment,Entire home/apt,6,3,3,3,2500,0,1,16,61,strict,5/20/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,,4550,1130
2869,13203920,Hipodromo,Apartment,Private room,1,1,1,1,593,0,2,0,1,flexible,9/9/2013,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,593,2114
2870,13205440,Del Valle,Hotel,Private room,16,4,1,16,306,599,1,30,28,moderate,6/30/2015,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,,905,1455
2871,13205703,Del Valle,Hotel,Private room,4,4,1,2,344,149,1,30,51,moderate,6/30/2015,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,493,1455
2873,13215807,Polanco,House,Entire home/apt,4,3,3,4,2103,382,2,5,66,moderate,7/14/2015,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,2485,1441
2874,13216237,Polanco,Hotel,Entire home/apt,2,1,1,1,2500,0,1,30,0,flexible,4/19/2016,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,5544,1161
2876,13217735,Hipodromo,Apartment,Private room,2,1,1,1,2294,0,1,21,37,strict,5/20/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,,2294,1130
2877,13221271,Centro Historico,Hotel,Shared room,16,1,1,16,1147,0,1,28,0,strict,6/9/2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,,1147,1476
2878,13222646,Cuauhtemoc,Apartment,Entire home/apt,2,2,2,2,2500,0,1,0,0,flexible,5/10/2012,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,,3059,2601
2879,13223292,Coyoacan,House,Entire home/apt,6,2.5,2,2,2294,344,2,7,88,moderate,12/15/2012,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,,2638,2382
2880,13223794,Roma Norte,Apartment,Private room,2,1,1,1,574,0,2,23,8,flexible,5/26/2016,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,,574,1124
2881,13224090,Coyoacan,House,Entire home/apt,2,1,1,1,2500,0,3,27,0,flexible,5/26/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,2868,1124
2882,13225175,Roma Norte,Apartment,Private room,2,1.5,1,1,497,250,2,14,122,strict,2/11/2015,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,,747,1594
2883,13225446,Hipodromo,House,Private room,2,1,1,1,1338,382,1,28,0,flexible,5/26/2016,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1720,1124
2884,13234994,Cuauhtemoc,House,Entire home/apt,2,2,2,2,2500,4779,1,0,0,flexible,5/10/2012,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,,12426,2601
2885,13235362,Coyoacan,Apartment,Entire home/apt,5,2,2,4,593,669,3,9,86,strict,12/30/2015,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,,1262,1272
2886,13237101,Polanco,Apartment,Private room,2,1.5,1,2,287,91,1,0,0,strict,9/24/2014,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,,378,1734
2887,13237868,Santa Maria la Rbera,House,Private room,1,1,1,1,478,0,1,29,0,moderate,2/20/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,,478,1220
2888,13239805,Escandon,House,Private room,2,1.5,1,1,497,0,7,23,0,flexible,5/27/2016,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,,497,1123
2889,13243273,Anzures,Apartment,Private room,1,1,1,1,860,382,4,23,0,moderate,8/14/2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1242,2140
2890,13247289,San Miguel Chapultepec,Apartment,Entire home/apt,2,1,1,1,516,250,2,0,0,flexible,5/25/2016,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,,766,1125
2891,13249212,Hipodromo,Apartment,Entire home/apt,4,2,2,3,2500,0,1,23,46,strict,5/20/2016,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,4779,1130
2892,13249311,Hipodromo,Apartment,Entire home/apt,4,2,2,2,2500,0,1,14,28,strict,5/20/2016,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,4206,1130
